Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Genesis,New York City,Crypto,60,0.3,1/5/2023 0:00,https://www.cnbc.com/2023/01/05/crypto-lender-genesis-trading-lays-off-30percent-of-workforce.html,,Series A,1/5/2023 20:18,United States,Unknown
Moglix,Singapore,Retail,40,0.02,1/5/2023 0:00,https://inc42.com/buzz/b2b-ecommerce-unicorn-moglix-layoff-spree-fires-40-employees/,472,Series F,1/6/2023 1:37,Singapore,Unknown
Twitter,SF Bay Area,Consumer,40,,1/5/2023 0:00,https://www.theinformation.com/articles/musk-lays-off-twitter-engineers-working-on-advertising-as-ad-revenue-shrinks,12900,IPO,1/6/2023 23:15,United States,Unknown
Everlane,SF Bay Area,Retail,30,0.17,1/5/2023 0:00,https://www.theinformation.com/articles/everlane-slashes-17-of-corporate-employees,176,Unknown,1/6/2023 5:31,United States,https://docs.google.com/spreadsheets/d/1YoFJH3gcatySfxtuP8J29f8PKxa_QioV/edit#gid=1630944007
Pecan AI,Tel Aviv,Data,30,0.25,1/5/2023 0:00,https://www.calcalistech.com/ctechnews/article/hkrgrqvqo,116,Series C,1/9/2023 5:20,Israel,Unknown
Personetics,New York City,Support,30,0.08,1/5/2023 0:00,https://www.calcalistech.com/ctechnews/article/sjlizvvcs,178,Private Equity,1/6/2023 1:33,United States,Unknown
Twine Solutions ,Tel Aviv,Hardware,30,0.33,1/5/2023 0:00,https://www.calcalistech.com/ctechnews/article/bkniefe5o,50,Unknown,1/9/2023 5:20,Israel,Unknown
UpScalio,Gurugram,Retail,25,0.15,1/5/2023 0:00,https://www.techinasia.com/indiabased-rollup-firm-upscalio-lays-15-staff,62,Series B,1/6/2023 1:32,India,Unknown
Attentive,New York City,Marketing,,0.15,1/5/2023 0:00,https://www.modernretail.co/operations/layoffs-hit-the-e-commerce-space-attentive-lays-off-15-of-staff/,863,Series E,1/6/2023 23:20,United States,Unknown
Compass,New York City,Real Estate,,,1/5/2023 0:00,https://www.bloomberg.com/news/articles/2023-01-05/compass-is-eliminating-more-jobs-as-us-housing-market-slows?sref=NpFHg3Ue,1600,IPO,1/5/2023 16:47,United States,Unknown
Megaport,Brisbane,Infrastructure,,,1/5/2023 0:00,https://www.afr.com/technology/megaport-lays-off-35-staff-losses-narrow-20220809-p5b8bz,98,IPO,1/6/2023 1:38,Australia,Unknown
Stitch Fix,SF Bay Area,Retail,,0.2,1/5/2023 0:00,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,79,IPO,1/5/2023 16:46,United States,https://docs.google.com/spreadsheets/d/1pJWM8AY6gDKKdfbzYRFSBYbEDgTthSDsjMoe6c0-IBQ/htmlview#gid=823461148
Amazon,Seattle,Retail,8000,0.02,1/4/2023 0:00,https://www.wsj.com/articles/amazon-to-lay-off-over-17-000-workers-more-than-first-planned-11672874304,108,IPO,1/5/2023 4:17,United States,Unknown
Salesforce,SF Bay Area,Sales,8000,0.1,1/4/2023 0:00,https://www.nytimes.com/2023/01/04/business/salesforce-layoffs.html,65,IPO,1/4/2023 15:39,United States,https://docs.google.com/spreadsheets/d/1FViDWnYrEvyj7HY3MQ6tt-clf7nZ25DfyTzUrSwh-RY/htmlview
Astronomer,Cincinnati,Data,76,0.2,1/4/2023 0:00,https://www.astronomer.io/blog/astronomer-update/,282,Series C,1/6/2023 23:16,United States,Unknown
Kaltura,New York City,Media,75,0.11,1/4/2023 0:00,https://en.globes.co.il/en/article-kaltura-announces-second-round-of-layoffs-1001434620,166,IPO,1/6/2023 1:41,United States,Unknown
Augury,New York City,Manufacturing,20,0.05,1/4/2023 0:00,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,274,Series E,1/9/2023 5:13,United States,Unknown
Butterfly Network,Boston,Healthcare,,0.25,1/4/2023 0:00,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/BUTTERFLY-NETWORK-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42714240/,530,IPO,1/18/2023 19:57,United States,Unknown
Vimeo,New York City,Consumer,,0.11,1/4/2023 0:00,https://vimeo.com/blog/post/a-message-from-vimeos-ceo-jan-2023/,450,IPO,1/4/2023 16:13,United States,Unknown
Wyre,SF Bay Area,Crypto,,1,1/4/2023 0:00,https://blockworks.co/news/from-1-5-billion-to-0-crypto-payments-platform-wyre-shuts-down,29,Unknown,1/6/2023 1:39,United States,Unknown
Uniphore,SF Bay Area,Support,76,0.1,1/3/2023 0:00,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,620,Series E,1/6/2023 1:43,United States,Unknown
Harappa,New Delhi,Education,60,0.3,1/3/2023 0:00,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,,Acquired,1/4/2023 16:00,India,Unknown
ByteDance,Shanghai,Consumer,,0.1,1/3/2023 0:00,https://pandaily.com/bytedance-initiates-layoffs-for-10-of-staff/,9400,Unknown,1/4/2023 16:08,China,Unknown
Amdocs,St. Louis,Support,700,0.03,1/2/2023 0:00,https://www.calcalistech.com/ctechnews/article/bj4shoeco,,IPO,1/6/2023 1:42,United States,Unknown
Bilibili,Shanghai,Media,,0.3,12/27/2022 0:00,https://technode.com/2022/12/27/bilibili-reportedly-cuts-30-of-staff-across-operations-gaming-and-streaming-units/,3700,IPO,12/30/2022 15:59,China,Unknown
Octopus Network,Beau Vallon,Crypto,,0.4,12/27/2022 0:00,https://heraldsheets.com/cold-crypto-winter-forces-octopus-network-to-lay-off-40-besides-20-pay-cuts-for-retained-workforce/,8,Series A,12/30/2022 16:00,Seychelles,Unknown
PayU,Amsterdam,Finance,150,0.06,12/26/2022 0:00,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,,Acquired,12/26/2022 23:29,Netherlands,Unknown
Willow,Sydney,Real Estate,99,0.22,12/23/2022 0:00,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,,Unknown,1/9/2023 5:01,Australia,Unknown
Back Market,Paris,Retail,93,0.13,12/23/2022 0:00,https://sifted.eu/articles/startup-tech-company-layoffs/,1000,Series E,12/27/2022 16:33,France,Unknown
Zoopla,London,Real Estate,50,,12/23/2022 0:00,https://www.linkedin.com/posts/zoopla_its-with-a-heavy-heart-that-we-will-be-saying-activity-7010935780743258113-PG98/,25,Series C,12/30/2022 23:25,United Kingdom,Unknown
Qualcomm,San Diego,Hardware,153,,12/22/2022 0:00,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,,IPO,1/4/2023 16:06,United States,Unknown
TuSimple,San Diego,Transportation,350,0.25,12/21/2022 0:00,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,648,IPO,12/18/2022 4:12,United States,Unknown
Lendis,Berlin,Other,,0.5,12/21/2022 0:00,https://www.linkedin.com/posts/s-papadopoulos_today-we-have-to-share-sad-news-we-made-activity-7009106413499080704-u1gl/,90,Series A,12/21/2022 17:05,Germany,Unknown
Chope,Singapore,Food,65,0.24,12/20/2022 0:00,https://www.techinasia.com/alipaybacked-chope-lays-65-employees,50,Series E,12/28/2022 15:52,Singapore,Unknown
Briza,Toronto,Finance,26,0.4,12/20/2022 0:00,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,10,Series A,12/20/2022 18:43,Canada,https://docs.google.com/spreadsheets/d/18ZMnL97fbgyh6E-fy62SEYaZweFXZnEtpVQLBCklDzo/edit#gid=1207064469
Zhihu,Beijing,Consumer,,0.1,12/20/2022 0:00,https://pandaily.com/chinese-qa-platform-zhihu-begins-layoffs/,892,Series F,12/21/2022 17:06,China,Unknown
Homebot,Denver,Real Estate,18,0.13,12/19/2022 0:00,https://homebot.ai/blog/a-letter-to-homebotters,4,Acquired,1/20/2023 1:14,United States,Unknown
Health IQ,SF Bay Area,Healthcare,,,12/19/2022 0:00,https://www.coverager.com/layoffs-at-health-iq/,136,Series D,12/24/2022 4:15,United States,Unknown
Xiaomi,Beijing,Consumer,,,12/19/2022 0:00,https://technode.com/2022/12/19/chinese-phone-maker-xiaomi-begins-large-scale-layoffs-report/,7400,IPO,12/19/2022 16:46,United States,Unknown
YourGrocer,Melbourne,Food,,1,12/19/2022 0:00,https://www.startupdaily.net/topic/business/melbourne-delivery-service-yourgrocer-is-the-latest-startup-to-go-under/,2,Unknown,12/27/2022 16:35,Australia,Unknown
Tomorrow,Hamburg,Finance,30,0.25,12/16/2022 0:00,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,29,Unknown,12/18/2022 4:15,Germany,https://docs.google.com/spreadsheets/d/187Gljr0z-E5r8Qro6apSXX2V9t5RToKnRlxY6eJuqzI/edit#gid=0
Revelate,Montreal,Data,24,0.3,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,26,Series A,12/19/2022 17:17,Canada,Unknown
 E Inc.,Toronto,Transportation,,,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,,IPO,12/19/2022 17:19,Canada,Unknown
Autograph,Los Angeles,Crypto,,,12/16/2022 0:00,https://www.businessinsider.com/tom-brady-nft-company-autograph-layoffs-sam-bankman-fried-2022-12,205,Series B,12/19/2022 22:13,United States,Unknown
Improbable,London,Other,,0.1,12/16/2022 0:00,https://news.sky.com/story/softbank-backed-metaverse-creator-improbable-lays-off-staff-12769306,704,Unknown,12/18/2022 4:18,United Kingdom,Unknown
Modern Treasury,SF Bay Area,Finance,,0.18,12/16/2022 0:00,Internal memo,183,Series C,12/21/2022 3:28,United States,Unknown
Reach,Calgary,Retail,,0.12,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,30,Series A,12/19/2022 17:18,Canada,Unknown
SonderMind,Denver,Healthcare,,0.15,12/16/2022 0:00,https://www.bizjournals.com/denver/news/2022/12/16/sondermind-layoffs.html,183,Series C,12/18/2022 4:19,United States,Unknown
BigCommerce,Austin,Retail,180,0.13,12/15/2022 0:00,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,224,IPO,12/15/2022 16:20,United States,https://docs.google.com/spreadsheets/d/1S_kNxDpqK9MJAZjOnlXTkHhfFDYcSrnMnmfIP9WyNnI/edit#gid=0
Freshworks,SF Bay Area,Support,90,0.02,12/15/2022 0:00,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,484,IPO,12/15/2022 16:21,United States,Unknown
Workmotion,Berlin,HR,60,0.2,12/15/2022 0:00,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76,Series B,1/4/2023 16:11,United States,Unknown
Apollo,SF Bay Area,Product,,0.15,12/15/2022 0:00,https://www.apollographql.com/blog/announcement/ceo-geoff-schmidts-message-to-apollo-employees/,183,Series D,12/15/2022 22:45,United States,Unknown
JD.ID,Jakarta,Retail,200,0.3,12/14/2022 0:00,https://jakartaglobe.id/business/jdid-layoffs-reflect-struggles-in-indonesian-startup-industry,5100,IPO,12/15/2022 2:19,Indonesia,Unknown
GoStudent,Vienna,Education,100,,12/14/2022 0:00,https://www.businessinsider.com/gostudent-3-billion-edtech-startup-begins-fresh-round-of-layoffs-2022-12,686,Series D,12/15/2022 2:11,Austria,Unknown
Quanergy Systems,SF Bay Area,Transportation,72,,12/14/2022 0:00,https://www.bizjournals.com/sanjose/news/2022/12/14/quanergy-to-cut-72-jobs-in-sunnyvale.html,175,IPO,12/15/2022 22:44,United States,Unknown
Headspace,Los Angeles,Healthcare,50,0.04,12/14/2022 0:00,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,215,Unknown,12/15/2022 16:16,United States,Unknown
ChowNow,Los Angeles,Food,40,0.1,12/14/2022 0:00,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,64,Series C,12/15/2022 2:10,United States,Unknown
Landing,Birmingham,Real Estate,,,12/14/2022 0:00,https://www.al.com/business/2022/12/birmingham-tech-firm-landing-has-second-round-of-layoffs.html,347,Series C,12/15/2022 2:10,United States,Unknown
Thumbtack,SF Bay Area,Consumer,160,0.14,12/13/2022 0:00,Internal memo,698,Series I,12/13/2022 20:12,United States,Unknown
Edgio,Phoenix,Infrastructure,95,0.1,12/13/2022 0:00,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,462,IPO,12/15/2022 2:14,United States,Unknown
Komodo Health,SF Bay Area,Healthcare,78,0.09,12/13/2022 0:00,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,514,Series E,12/13/2022 20:11,United States,Unknown
Viant,Los Angeles,Marketing,46,0.13,12/13/2022 0:00,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,IPO,12/21/2022 19:35,United States,Unknown
TaxBit,Salt Lake City,Crypto,,,12/13/2022 0:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,235,Series B,12/18/2022 4:07,United States,Unknown
Pluralsight,Salt Lake City,Education,400,0.2,12/12/2022 0:00,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192,Acquired,12/12/2022 22:08,United States,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0
Freshly,Phoenix,Food,329,,12/12/2022 0:00,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,107,Acquired,12/14/2022 17:57,United States,Unknown
Balto,St. Louis,Sales,35,,12/12/2022 0:00,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,51,Series B,12/13/2022 20:08,United States,Unknown
Caribou,Washington D.C.,Finance,,,12/12/2022 0:00,https://coverager.com/layoffs-at-caribou/,189,Series C,1/12/2023 15:38,United States,Unknown
Outschool,SF Bay Area,Education,43,0.25,12/10/2022 0:00,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240,Series D,12/13/2022 20:07,United States,Unknown
Xentral,Munich,Product,20,0.1,12/10/2022 0:00,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94,Series B,12/13/2022 20:02,Germany,Unknown
Autobooks,Detroit,Finance,,,12/10/2022 0:00,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,12/11/2022 3:36,United States,Unknown
Convene,New York City,Real Estate,,,12/10/2022 0:00,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,12/13/2022 20:05,United States,Unknown
PharmEasy,Mumbai,Healthcare,,,12/10/2022 0:00,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,1600,Unknown,12/11/2022 6:25,India,Unknown
Playtika,Tel Aviv,Consumer,600,0.15,12/9/2022 0:00,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,IPO,12/11/2022 6:01,Israel,Unknown
Share Now,Berlin,Transportation,150,0.36,12/9/2022 0:00,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,12/13/2022 20:05,Germany,Unknown
Alice,Sao Paulo,Healthcare,113,0.16,12/9/2022 0:00,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174,Series C,12/11/2022 3:31,Brazil,Unknown
Primer,London,Finance,85,0.33,12/9/2022 0:00,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73,Series B,12/9/2022 16:37,United Kingdom,Unknown
OneFootball,Berlin,Marketing,62,0.115,12/9/2022 0:00,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,442,Series D,12/21/2022 0:43,Germany,Unknown
C2FO,Kansas City,Finance,20,0.02,12/9/2022 0:00,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537,Series H,12/11/2022 5:58,United States,Unknown
Brodmann17,Tel Aviv,Other,,1,12/9/2022 0:00,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,25,Series A,12/11/2022 6:17,Israel,Unknown
Digital Surge,Brisbane,Crypto,,1,12/9/2022 0:00,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,,Unknown,12/11/2022 6:09,Australia,Unknown
N-able Technologies,Raleigh,Other,,,12/9/2022 0:00,Unknown,225,IPO,12/9/2022 22:12,United States,Unknown
ZenLedger,Seattle,Crypto,,0.1,12/9/2022 0:00,https://blockworks.co/news/another-crypto-tax-software-startup-is-laying-off-staffers,25,Series B,12/11/2022 5:56,United States,Unknown
Airtable,SF Bay Area,Product,254,0.2,12/8/2022 0:00,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400,Series F,12/8/2022 17:48,United States,Unknown
Swiggy,Bengaluru,Food,250,0.03,12/8/2022 0:00,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,3600,Unknown,12/9/2022 5:00,India,Unknown
Glints,Singapore,HR,198,0.18,12/8/2022 0:00,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82,Series D,12/9/2022 5:07,Singapore,Unknown
Buser,Sao Paulo,Transportation,160,0.3,12/8/2022 0:00,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,138,Series C,12/11/2022 6:00,Brazil,https://docs.google.com/spreadsheets/d/1KkOxvPis13EC3MSsFtsGgNIBFv-FFEZ1-p2MTL2IDgY/htmlview
BlackLine,Los Angeles,Finance,95,0.05,12/8/2022 0:00,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220,Private Equity,12/11/2022 6:15,United States,Unknown
Chrono24,Karlsruhe,Retail,80,,12/8/2022 0:00,https://www.tag24.de/chemnitz/lokales/fuer-luxusuhren-haendler-in-chemnitz-rabenstein-laeuft-die-zeit-ab-2684514,205,Series C,1/15/2023 14:12,Germany,Unknown
Otonomo,Tel Aviv,Transportation,80,0.5,12/8/2022 0:00,https://www.calcalistech.com/ctechnews/article/bjbvjqyoi,231,IPO,12/11/2022 6:07,Israel,Unknown
TechTarget,Boston,Marketing,60,0.05,12/8/2022 0:00,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,IPO,12/11/2022 6:02,United States,Unknown
Inscripta,Boulder,Healthcare,43,,12/8/2022 0:00,https://www.genomeweb.com/business-news/inscripta-lays-dozens-closes-colorado-headquarters-san-diego-office#.Y5JvGOzMK8A,459,Series E,12/9/2022 5:02,United States,Unknown
CyCognito,SF Bay Area,Security,30,0.15,12/8/2022 0:00,https://www.calcalistech.com/ctechnews/article/h1suse100s,153,Series C,12/9/2022 5:03,United States,Unknown
Armis,SF Bay Area,Security,25,0.04,12/8/2022 0:00,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537,Private Equity,12/11/2022 3:35,United States,Unknown
Bakkt,Atlanta,Crypto,,0.15,12/8/2022 0:00,https://bakkt.com/newsroom/a-note-from-gavin-michael-to-bakkt-employees-bakkt,932,IPO,12/11/2022 3:37,United States,Unknown
Blue Apron,New York City,Food,,0.1,12/8/2022 0:00,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,352,IPO,12/8/2022 17:06,United States,Unknown
FireHydrant,New York City,Infrastructure,,,12/8/2022 0:00,https://www.linkedin.com/posts/bobby-tables_today-weve-made-major-changes-at-firehydrant-activity-7006723101807763456-dU8s/,32,Series B,12/11/2022 6:13,United States,Unknown
Lenovo,Raleigh,Hardware,,,12/8/2022 0:00,https://wraltechwire.com/2022/12/09/blindsided-lenovo-confirms-layoffs-but-denies-report-of-10-cuts/,850,IPO,12/30/2022 15:55,United States,Unknown
Nerdy,St. Louis,Education,,0.17,12/8/2022 0:00,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html,150,IPO,12/11/2022 6:08,United States,Unknown
Vanta,SF Bay Area,Security,,0.14,12/8/2022 0:00,LinkedIn,203,Series B,12/11/2022 3:32,United States,Unknown
Vedantu,Bengaluru,Education,385,,12/7/2022 0:00,https://economictimes.indiatimes.com/tech/startups/edtech-firm-vedantu-cuts-385-jobs-in-fourth-round-of-layoffs-this-year/articleshow/96060595.cms,292,Series E,12/7/2022 16:28,India,Unknown
